"",BBK01.OEYB05V,BBK01.OEYB05V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:43:01,
2002-01,17.384,
2002-04,17.765,
2002-07,17.308,
2002-10,18.325,
2003-01,17.417,
2003-04,17.028,
2003-07,16.837,
2003-10,17.186,
2004-01,16.939,
2004-04,17.373,
2004-07,17.613,
2004-10,17.649,
2005-01,17.427,
2005-04,17.389,
2005-07,17.849,
2005-10,17.592,
2006-01,17.218,
2006-04,17.159,
2006-07,16.925,
2006-10,16.762,
2007-01,16.092,
2007-04,15.382,
2007-07,15.065,
2007-10,15.079,
2008-01,13.845,
2008-04,9.255,
2008-07,9.453,
2008-10,9.516,
2009-01,8.393,
2009-04,8.260,
2009-07,8.266,
2009-10,9.975,
2010-01,9.852,
2010-04,10.290,
2010-07,10.423,
2010-10,10.258,
2011-01,10.080,
2011-04,10.024,
2011-07,10.383,
2011-10,10.326,
2012-01,10.157,
2012-04,10.509,
2012-07,10.297,
2012-10,9.961,
2013-01,9.669,
2013-04,9.769,
2013-07,9.913,
2013-10,9.486,
2014-01,9.318,
2014-04,8.794,
2014-07,8.638,
