"",BBK01.PQ8076,BBK01.PQ8076_FLAGS
"",Lending to other real estate enterprises / Total / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:59,
1989-01,.,No value available
1989-04,.,No value available
1989-07,37.126,
1989-10,39.583,
1990-01,40.618,
1990-04,42.606,
1990-07,43.912,
1990-10,47.644,
1991-01,49.086,
1991-04,52.357,
1991-07,57.070,
1991-10,71.988,
1992-01,77.280,
1992-04,85.792,
1992-07,89.913,
1992-10,100.086,
1993-01,101.479,
1993-04,101.641,
1993-07,103.215,
1993-10,109.180,
1994-01,106.640,
1994-04,106.856,
1994-07,108.127,
1994-10,111.208,
1995-01,98.536,
1995-04,101.874,
1995-07,105.142,
1995-10,110.667,
1996-01,111.436,
1996-04,114.513,
1996-07,118.827,
1996-10,126.500,
1997-01,127.724,
1997-04,130.847,
1997-07,133.086,
1997-10,138.485,
1998-01,136.415,
1998-04,138.598,
1998-07,141.644,
1998-10,146.138,
1999-01,145.605,
1999-04,147.089,
1999-07,162.263,
1999-10,168.256,
2000-01,168.099,
2000-04,174.939,
2000-07,179.135,
2000-10,183.121,
2001-01,183.950,
2001-04,188.218,
2001-07,190.326,
2001-10,194.346,
2002-01,195.575,
2002-04,197.931,
2002-07,199.774,
2002-10,207.225,
2003-01,206.420,
2003-04,206.819,
2003-07,205.704,
2003-10,207.198,
2004-01,206.188,
2004-04,200.678,
2004-07,202.965,
2004-10,204.220,
2005-01,201.101,
2005-04,201.535,
2005-07,200.843,
2005-10,199.299,
2006-01,198.951,
2006-04,199.688,
2006-07,199.508,
2006-10,196.968,
2007-01,195.235,
2007-04,193.427,
2007-07,194.055,
2007-10,197.531,
2008-01,195.934,
2008-04,197.226,
2008-07,198.364,
2008-10,190.229,
2009-01,167.965,
2009-04,171.293,
2009-07,172.282,
2009-10,170.511,
2010-01,171.704,
2010-04,175.044,
2010-07,176.392,
2010-10,175.805,
2011-01,178.679,
2011-04,177.900,
2011-07,178.364,
2011-10,177.946,
2012-01,178.411,
2012-04,178.793,
2012-07,179.263,
2012-10,178.526,
2013-01,178.738,
2013-04,178.089,
2013-07,176.041,
2013-10,175.208,
2014-01,175.937,
2014-04,176.411,
2014-07,175.414,
2014-10,173.800,
