"",BBK01.QUK863,BBK01.QUK863_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Liechtenstein / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:20,
2002-03,1.175,
2002-04,1.200,
2002-05,1.187,
2002-06,1.191,
2002-07,1.204,
2002-08,1.185,
2002-09,1.149,
2002-10,1.153,
2002-11,1.126,
2002-12,1.137,
2003-01,1.019,
2003-02,1.037,
2003-03,1.044,
2003-04,0.968,
2003-05,1.002,
2003-06,1.004,
2003-07,1.096,
2003-08,1.125,
2003-09,1.119,
2003-10,1.144,
2003-11,1.094,
2003-12,1.152,
2004-01,1.149,
2004-02,1.143,
2004-03,1.047,
2004-04,1.055,
2004-05,1.037,
2004-06,1.075,
2004-07,1.266,
2004-08,1.367,
2004-09,1.297,
2004-10,1.382,
2004-11,1.365,
2004-12,1.428,
2005-01,1.422,
2005-02,1.412,
2005-03,1.441,
2005-04,1.431,
2005-05,1.410,
2005-06,1.348,
2005-07,1.361,
2005-08,1.396,
2005-09,1.459,
2005-10,1.497,
2005-11,1.511,
2005-12,1.351,
2006-01,1.330,
2006-02,1.221,
2006-03,1.214,
2006-04,1.225,
2006-05,1.257,
2006-06,1.375,
2006-07,1.371,
2006-08,1.346,
2006-09,1.379,
2006-10,1.420,
2006-11,1.290,
2006-12,1.310,
2007-01,1.286,
2007-02,1.258,
2007-03,1.298,
2007-04,1.274,
2007-05,1.232,
2007-06,1.293,
2007-07,1.241,
2007-08,1.251,
2007-09,1.208,
2007-10,1.188,
2007-11,0.952,
2007-12,1.156,
2008-01,1.098,
2008-02,1.075,
2008-03,1.103,
2008-04,1.110,
2008-05,1.168,
2008-06,1.173,
2008-07,1.145,
2008-08,1.138,
2008-09,1.201,
2008-10,1.075,
2008-11,0.963,
2008-12,1.001,
2009-01,0.940,
2009-02,0.965,
2009-03,0.912,
2009-04,0.897,
2009-05,0.723,
2009-06,0.720,
2009-07,0.707,
2009-08,0.694,
2009-09,0.688,
2009-10,0.689,
2009-11,0.685,
2009-12,0.591,
2010-01,0.591,
2010-02,0.578,
2010-03,0.557,
2010-04,0.557,
2010-05,0.565,
2010-06,0.570,
2010-07,0.519,
2010-08,0.529,
2010-09,0.535,
2010-10,0.523,
2010-11,0.637,
2010-12,0.622,
2011-01,0.623,
2011-02,0.637,
2011-03,0.638,
2011-04,0.624,
2011-05,0.647,
2011-06,0.644,
2011-07,0.668,
2011-08,0.573,
2011-09,0.584,
2011-10,0.578,
2011-11,0.577,
2011-12,0.608,
2012-01,0.617,
2012-02,0.708,
2012-03,0.676,
2012-04,0.670,
2012-05,0.684,
2012-06,0.625,
2012-07,0.641,
2012-08,0.651,
2012-09,0.671,
2012-10,0.597,
2012-11,0.593,
2012-12,0.590,
2013-01,0.673,
2013-02,0.658,
2013-03,0.590,
2013-04,0.643,
2013-05,0.642,
2013-06,0.552,
2013-07,0.548,
2013-08,0.558,
2013-09,0.581,
2013-10,0.580,
2013-11,0.556,
2013-12,0.494,
2014-01,0.498,
2014-02,0.495,
2014-03,0.499,
2014-04,0.489,
2014-05,0.498,
2014-06,0.500,
2014-07,0.522,
2014-08,0.525,
2014-09,0.526,
2014-10,0.523,
